complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area,affected_population,government_level,department,problem_type,solution_type
SS03883,individual broken streetlight #17 near school issue in ward 3 officer not picking up calls,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Low,Occasional,No,None,3500,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03884,gaov me individual broken streetlight #17 near school kharab h 2 mahine se koi sunne wala nahi h,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Medium,Occasional,No,None,450,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03885,Block level grievance filed for individual broken streetlight #17 near school last month but service is pending.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Low,One-time,No,None,8500,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03886,Urgent maintenance team required for individual broken streetlight #17 near school near village center.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,High,One-time,No,None,3500,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03887,Public facility for individual broken streetlight #17 near school has been completely unmaintained for 3 months.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Low,Persistent,No,None,450,Panchayat Level,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03888,Gaon me individual broken streetlight #17 near school work left incomplete by local contractor.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Medium,Occasional,No,None,450,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03889,"ग्राम पंचायत में individual broken streetlight #17 near school की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।","Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Government,Medium,Persistent,No,None,3500,Panchayat Level,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03890,We need an automated digital technology system for individual broken streetlight #17 near school (smart civic infrastructure & sensor analytics) to monitor continuously.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,University R&D
SS03891,Is individual broken streetlight #17 near school problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,State Department,"Digital Governance, AI Department",Infrastructure,University R&D
SS03892,नवीनतम तकनीक और एआई मॉडल के माध्यम से individual broken streetlight #17 near school का स्वचालित समाधान किया जाना चाहिए।,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Panchayat Level,"Digital Governance, AI Department",Infrastructure,University R&D
SS03893,need AI and IoT smart technology solution for individual broken streetlight #17 near school,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,University R&D
SS03894,Developing an offline smart system for individual broken streetlight #17 near school will eliminate manual delays.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,University R&D
SS03895,University student startup project required for individual broken streetlight #17 near school technological innovation.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,University R&D
SS03896,Abhi तुरंत department emergency team bheje for individual broken streetlight #17 near school aur future ke liye early warning technology setup karein.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,Govt Action + University R&D
SS03897,Har monsoon/season individual broken streetlight #17 near school me ye issue hota hai. Immediate repair along with long-term technological innovation.,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,Govt Action + University R&D
SS03898,प्रशासन से तुरंत individual broken streetlight #17 near school के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,"Digital Governance, AI Department",Infrastructure,Govt Action + University R&D
SS03899,urgent govt inspection today for individual broken streetlight #17 near school n smart AI tech for future plzz,"Digital Governance, AI & Micro Problems",Individual Broken Streetlight #17 Near School,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Govt Action + University R&D
SS03900,handpump handle #2 broken at panchayat ward 2 water stopped,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Medium,Occasional,No,None,8500,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03901,"Single Broken Handpump Handle at Panchayat Ward 2 in our village area is completely non-functional, urgent government action required.","Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,High,Persistent,No,None,150,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03902,"Pichle 15 din se single broken handpump handle at panchayat ward 2 ka dikkat ho raha hai, authority field team ko bheje.","Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,High,Occasional,No,None,1200,Block Level (BDO),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03903,हमारे पंचायत में single broken handpump handle at panchayat ward 2 से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Medium,Persistent,No,None,450,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03904,single broken handpump handle at panchayat ward 2 issue in ward 3 officer not picking up calls,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Low,Occasional,No,None,150,Panchayat Level,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03905,gaov me single broken handpump handle at panchayat ward 2 kharab h 2 mahine se koi sunne wala nahi h,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Medium,Occasional,No,None,8500,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03906,Block level grievance filed for single broken handpump handle at panchayat ward 2 last month but service is pending.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Low,One-time,No,None,150,Panchayat Level,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03907,Urgent maintenance team required for single broken handpump handle at panchayat ward 2 near village center.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,High,One-time,No,None,3500,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03908,Public facility for single broken handpump handle at panchayat ward 2 has been completely unmaintained for 3 months.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Low,Persistent,No,None,8500,District Level (DC Office),"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03909,Gaon me single broken handpump handle at panchayat ward 2 work left incomplete by local contractor.,"Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Medium,Occasional,No,None,8500,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
SS03910,"ग्राम पंचायत में single broken handpump handle at panchayat ward 2 की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।","Digital Governance, AI & Micro Problems",Single Broken Handpump Handle at Panchayat Ward 2,Government,Medium,Persistent,No,None,1200,State Department,"Digital Governance, AI Department",Infrastructure,Repair / Staff Posting
