complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area
SS01049,Developing an offline smart system for offline smart kiosk for rural citizen services will eliminate manual delays.,Government Services & Social Welfare,Citizen Information Access,Innovation,Medium,Occasional,Yes,Offline Smart Kiosk for Rural Citizen Services
SS01050,Abhi तुरंत department emergency team bheje aur future ke liye offline smart kiosk for rural citizen services ka early warning technology setup karein.,Government Services & Social Welfare,Citizen Information Access,Hybrid,High,Recurring,Yes,Offline Smart Kiosk for Rural Citizen Services
SS01051,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of offline smart kiosk for rural citizen services.,Government Services & Social Welfare,Citizen Information Access,Hybrid,High,Persistent,Yes,Offline Smart Kiosk for Rural Citizen Services
SS01052,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए offline smart kiosk for rural citizen services का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Government Services & Social Welfare,Citizen Information Access,Hybrid,High,Recurring,Yes,Offline Smart Kiosk for Rural Citizen Services
SS01053,urgent govt inspection today n smart AI tech for offline smart kiosk for rural citizen services for future plzz,Government Services & Social Welfare,Citizen Information Access,Hybrid,High,Recurring,Yes,Offline Smart Kiosk for Rural Citizen Services
SS01054,"Immediate administrative intervention needed now, accompanied by a university research solution for offline smart kiosk for rural citizen services.",Government Services & Social Welfare,Citizen Information Access,Hybrid,Medium,Occasional,Yes,Offline Smart Kiosk for Rural Citizen Services
SS01055,The administrative service for digital government services is currently non-functional in our block.,Government Services & Social Welfare,Digital Government Services,Government,Medium,Persistent,No,None
SS01056,"Pichle 10 din se digital government services ka problem hai, kripya departmental staff ko inspection ke liye bheje.",Government Services & Social Welfare,Digital Government Services,Government,High,Occasional,No,None
SS01057,हमारे पंचायत में digital government services से संबंधित शिकायत पर कई हफ्तों से कोई कार्रवाई नहीं हुई है।,Government Services & Social Welfare,Digital Government Services,Government,Medium,Persistent,No,None
SS01058,"digital government services issue in ward 5, officer not taking call",Government Services & Social Welfare,Digital Government Services,Government,Low,Occasional,No,None
SS01059,digital government services is broken n not wrking properly plzz resolve,Government Services & Social Welfare,Digital Government Services,Government,Medium,Occasional,No,None
SS01060,Block level grievance filed for digital government services last month but service is still pending.,Government Services & Social Welfare,Digital Government Services,Government,Low,One-time,No,None
SS01061,Urgent maintenance team required for digital government services near community market place.,Government Services & Social Welfare,Digital Government Services,Government,High,One-time,No,None
SS01062,We need an automated digital technology system for zero-knowledge secure citizen identity locker to monitor this issue continuously.,Government Services & Social Welfare,Digital Government Services,Innovation,Medium,Recurring,Yes,Zero-Knowledge Secure Citizen Identity Locker
SS01063,Is problem ko permanently solve karne ke liye zero-knowledge secure citizen identity locker ka low-cost sensor prototype chahiye.,Government Services & Social Welfare,Digital Government Services,Innovation,Medium,Occasional,Yes,Zero-Knowledge Secure Citizen Identity Locker
SS01064,नवीनतम तकनीक और zero-knowledge secure citizen identity locker के माध्यम से इस समस्या का स्वचालित समाधान किया जाना चाहिए।,Government Services & Social Welfare,Digital Government Services,Innovation,High,Recurring,Yes,Zero-Knowledge Secure Citizen Identity Locker
SS01065,need AI and IoT smart solution for zero-knowledge secure citizen identity locker,Government Services & Social Welfare,Digital Government Services,Innovation,Low,One-time,Yes,Zero-Knowledge Secure Citizen Identity Locker
SS01066,Developing an offline smart system for zero-knowledge secure citizen identity locker will eliminate manual delays.,Government Services & Social Welfare,Digital Government Services,Innovation,Medium,Occasional,Yes,Zero-Knowledge Secure Citizen Identity Locker
SS01067,Abhi तुरंत department emergency team bheje aur future ke liye zero-knowledge secure citizen identity locker ka early warning technology setup karein.,Government Services & Social Welfare,Digital Government Services,Hybrid,High,Recurring,Yes,Zero-Knowledge Secure Citizen Identity Locker
SS01068,Har monsoon/season ye issue hota hai. Immediate repair along with long-term implementation of zero-knowledge secure citizen identity locker.,Government Services & Social Welfare,Digital Government Services,Hybrid,High,Persistent,Yes,Zero-Knowledge Secure Citizen Identity Locker
SS01069,प्रशासन से तुरंत सहायता भेजी जाए तथा भविष्य के लिए zero-knowledge secure citizen identity locker का आधुनिक डिजिटल मॉडल भी विकसित किया जाए।,Government Services & Social Welfare,Digital Government Services,Hybrid,High,Recurring,Yes,Zero-Knowledge Secure Citizen Identity Locker
SS01070,urgent govt inspection today n smart AI tech for zero-knowledge secure citizen identity locker for future plzz,Government Services & Social Welfare,Digital Government Services,Hybrid,High,Recurring,Yes,Zero-Knowledge Secure Citizen Identity Locker
SS01071,"Immediate administrative intervention needed now, accompanied by a university research solution for zero-knowledge secure citizen identity locker.",Government Services & Social Welfare,Digital Government Services,Hybrid,Medium,Occasional,Yes,Zero-Knowledge Secure Citizen Identity Locker
SS01072,The administrative service for employment & job access is currently non-functional in our block.,"Livelihood, Local Economy & Miscellaneous Civic Issues",Employment & Job Access,Government,Medium,Persistent,No,None
SS01073,"Pichle 10 din se employment & job access ka problem hai, kripya departmental staff ko inspection ke liye bheje.","Livelihood, Local Economy & Miscellaneous Civic Issues",Employment & Job Access,Government,High,Occasional,No,None
