complaint_id,complaint_text,domain,category,route,severity,recurrence,innovation_required,innovation_area,affected_population,government_level,department,problem_type,solution_type
SS04264,Urgent maintenance team required for biometric scanner error at village csc kiosk near village center.,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Government,High,One-time,No,None,1200,Panchayat Level,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04265,Public facility for biometric scanner error at village csc kiosk has been completely unmaintained for 3 months.,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Government,Low,Persistent,No,None,150,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04266,Gaon me biometric scanner error at village csc kiosk work left incomplete by local contractor.,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Government,Medium,Occasional,No,None,3500,State Department,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04267,"ग्राम पंचायत में biometric scanner error at village csc kiosk की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।","Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Government,Medium,Persistent,No,None,450,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04268,We need an automated digital technology system for biometric scanner error at village csc kiosk (smart civic infrastructure & sensor analytics) to monitor continuously.,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,450,Panchayat Level,"Digital Governance, AI Department",Service Delivery,University R&D
SS04269,Is biometric scanner error at village csc kiosk problem ko permanently solve karne ke liye low-cost IoT sensor prototype R&D chahiye.,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,"Digital Governance, AI Department",Service Delivery,University R&D
SS04270,नवीनतम तकनीक और एआई मॉडल के माध्यम से biometric scanner error at village csc kiosk का स्वचालित समाधान किया जाना चाहिए।,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Innovation,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,State Department,"Digital Governance, AI Department",Service Delivery,University R&D
SS04271,need AI and IoT smart technology solution for biometric scanner error at village csc kiosk,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Innovation,Low,One-time,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,University R&D
SS04272,Developing an offline smart system for biometric scanner error at village csc kiosk will eliminate manual delays.,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Innovation,Medium,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,University R&D
SS04273,University student startup project required for biometric scanner error at village csc kiosk technological innovation.,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Innovation,Low,Occasional,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,Panchayat Level,"Digital Governance, AI Department",Service Delivery,University R&D
SS04274,Abhi तुरंत department emergency team bheje for biometric scanner error at village csc kiosk aur future ke liye early warning technology setup karein.,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,150,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,Govt Action + University R&D
SS04275,Har monsoon/season biometric scanner error at village csc kiosk me ye issue hota hai. Immediate repair along with long-term technological innovation.,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Hybrid,High,Persistent,Yes,Smart Civic Infrastructure & Sensor Analytics,150,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Govt Action + University R&D
SS04276,प्रशासन से तुरंत biometric scanner error at village csc kiosk के लिए सहायता भेजी जाए तथा भविष्य के लिए आधुनिक डिजिटल मॉडल विकसित किया जाए।,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,State Department,"Digital Governance, AI Department",Service Delivery,Govt Action + University R&D
SS04277,urgent govt inspection today for biometric scanner error at village csc kiosk n smart AI tech for future plzz,"Digital Governance, AI & Micro Problems",Biometric Scanner Error at Village CSC Kiosk,Hybrid,High,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,3500,State Department,"Digital Governance, AI Department",Service Delivery,Govt Action + University R&D
SS04278,mobile network available at only one specific hilltop location in village,"Digital Governance, AI & Micro Problems",Mobile Signal Available at Only One Specific Hilltop,Government,Medium,Persistent,No,None,150,Panchayat Level,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04279,"Mobile Signal Available at Only One Specific Hilltop in our village area is completely non-functional, urgent government action required.","Digital Governance, AI & Micro Problems",Mobile Signal Available at Only One Specific Hilltop,Government,High,Persistent,No,None,8500,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04280,"Pichle 15 din se mobile signal available at only one specific hilltop ka dikkat ho raha hai, authority field team ko bheje.","Digital Governance, AI & Micro Problems",Mobile Signal Available at Only One Specific Hilltop,Government,High,Occasional,No,None,3500,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04281,हमारे पंचायत में mobile signal available at only one specific hilltop से संबंधित समस्या पर कई हफ्तों से कोई संज्ञान नहीं लिया गया।,"Digital Governance, AI & Micro Problems",Mobile Signal Available at Only One Specific Hilltop,Government,Medium,Persistent,No,None,3500,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04282,mobile signal available at only one specific hilltop issue in ward 3 officer not picking up calls,"Digital Governance, AI & Micro Problems",Mobile Signal Available at Only One Specific Hilltop,Government,Low,Occasional,No,None,450,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04283,gaov me mobile signal available at only one specific hilltop kharab h 2 mahine se koi sunne wala nahi h,"Digital Governance, AI & Micro Problems",Mobile Signal Available at Only One Specific Hilltop,Government,Medium,Occasional,No,None,150,Panchayat Level,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04284,Block level grievance filed for mobile signal available at only one specific hilltop last month but service is pending.,"Digital Governance, AI & Micro Problems",Mobile Signal Available at Only One Specific Hilltop,Government,Low,One-time,No,None,450,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04285,Urgent maintenance team required for mobile signal available at only one specific hilltop near village center.,"Digital Governance, AI & Micro Problems",Mobile Signal Available at Only One Specific Hilltop,Government,High,One-time,No,None,150,State Department,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04286,Public facility for mobile signal available at only one specific hilltop has been completely unmaintained for 3 months.,"Digital Governance, AI & Micro Problems",Mobile Signal Available at Only One Specific Hilltop,Government,Low,Persistent,No,None,450,Panchayat Level,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04287,Gaon me mobile signal available at only one specific hilltop work left incomplete by local contractor.,"Digital Governance, AI & Micro Problems",Mobile Signal Available at Only One Specific Hilltop,Government,Medium,Occasional,No,None,150,District Level (DC Office),"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04288,"ग्राम पंचायत में mobile signal available at only one specific hilltop की स्थिति अत्यंत खराब है, अधिकारी संज्ञान लें।","Digital Governance, AI & Micro Problems",Mobile Signal Available at Only One Specific Hilltop,Government,Medium,Persistent,No,None,450,State Department,"Digital Governance, AI Department",Service Delivery,Repair / Staff Posting
SS04289,We need an automated digital technology system for mobile signal available at only one specific hilltop (smart civic infrastructure & sensor analytics) to monitor continuously.,"Digital Governance, AI & Micro Problems",Mobile Signal Available at Only One Specific Hilltop,Innovation,Medium,Recurring,Yes,Smart Civic Infrastructure & Sensor Analytics,1200,Block Level (BDO),"Digital Governance, AI Department",Service Delivery,University R&D
